Time,X,Y,P
21400,0.486,0.414,0.071
21424,0.487,0.414,0.606
21424,0.487,0.414,0.606
21439,0.487,0.411,0.665
21455,0.486,0.4,0.692
21472,0.485,0.384,0.688
21489,0.483,0.366,0.704
21506,0.482,0.341,0.778
21522,0.482,0.321,0.813
21539,0.482,0.299,0.827
21555,0.482,0.285,0.819
21572,0.482,0.278,0.729
21589,0.482,0.28,0.513
21606,0.482,0.287,0.208
21618,0.482,0.292,0.021
21619,NaN,NaN,NaN
21739,0.499,0.339,0.03
21740,0.5,0.34,0.151
21741,0.5,0.34,0.151
21755,0.502,0.339,0.493
21774,0.504,0.335,0.702
21789,0.504,0.331,0.767
21805,0.502,0.327,0.79
21822,0.497,0.325,0.796
21839,0.493,0.325,0.792
21840,0.492,0.325,0.792
21855,0.487,0.325,0.798
21873,0.483,0.324,0.831
21890,0.483,0.319,0.876
21905,0.485,0.313,0.907
21923,0.491,0.302,0.942
21940,0.496,0.291,0.991
21955,0.499,0.281,0.97
21972,0.501,0.276,0.593
21990,0.501,0.278,0.155
21995,NaN,NaN,NaN
