Time,X,Y,P
4516,0.073,0.851,0.017
4517,0.073,0.852,0.042
4517,0.073,0.852,0.042
4530,0.074,0.854,0.13
4549,0.074,0.858,0.233
4569,0.075,0.86,0.306
4581,0.075,0.861,0.356
4597,0.075,0.862,0.417
4613,0.074,0.862,0.47
4632,0.073,0.862,0.485
4647,0.071,0.862,0.499
4665,0.069,0.86,0.509
4681,0.066,0.854,0.526
4697,0.065,0.847,0.542
4700,0.064,0.846,0.544
4714,0.063,0.838,0.563
4733,0.063,0.826,0.591
4747,0.064,0.82,0.601
4766,0.065,0.813,0.618
4781,0.067,0.812,0.628
4799,0.069,0.815,0.634
4816,0.072,0.821,0.632
4831,0.073,0.829,0.632
4847,0.074,0.835,0.636
4865,0.074,0.842,0.653
4885,0.074,0.846,0.71
4897,0.074,0.846,0.778
4914,0.074,0.842,0.868
4930,0.075,0.832,0.938
4949,0.076,0.82,0.983
4966,0.077,0.811,1
4981,0.079,0.808,1
4997,0.082,0.809,0.915
5015,0.085,0.816,0.433
5031,0.086,0.824,0.017
5033,NaN,NaN,NaN
