Time,X,Y,P
5740,0.935,0.755,0.009
5758,0.936,0.758,0.655
5759,0.936,0.758,0.655
5775,0.937,0.76,0.813
5793,0.938,0.764,0.905
5808,0.938,0.766,0.931
5825,0.936,0.767,0.976
5843,0.932,0.765,1
5860,0.927,0.759,1
5862,0.926,0.756,1
5876,0.922,0.749,1
5892,0.919,0.738,1
5909,0.921,0.731,1
5927,0.925,0.729,1
5942,0.931,0.734,1
5959,0.936,0.741,1
5976,0.938,0.749,1
5991,0.938,0.754,1
6008,0.938,0.754,1
6026,0.938,0.744,1
6043,0.941,0.728,1
6059,0.943,0.707,1
6075,0.944,0.679,1
6093,0.942,0.652,1
6109,0.937,0.636,1
6125,0.932,0.629,1
6142,0.928,0.634,1
6160,0.932,0.649,1
6175,0.938,0.667,0.421
6192,0.945,0.685,0.011
6194,NaN,NaN,NaN
