Time,X,Y,P
18400,0.038,0.369,0.022
18414,0.038,0.368,0.097
18414,0.038,0.368,0.097
18430,0.039,0.368,0.298
18447,0.038,0.367,0.69
18466,0.037,0.365,0.88
18482,0.036,0.356,1
18498,0.035,0.347,1
18500,0.035,0.346,1
18515,0.034,0.336,1
18532,0.034,0.325,1
18548,0.035,0.315,1
18563,0.037,0.312,1
18579,0.041,0.312,1
18600,0.046,0.318,1
18616,0.051,0.328,1
18633,0.055,0.341,1
18648,0.058,0.349,1
18665,0.06,0.361,1
18680,0.062,0.368,1
18699,0.062,0.371,1
18715,0.061,0.368,1
18731,0.061,0.362,1
18747,0.061,0.351,1
18763,0.062,0.34,1
18781,0.064,0.329,1
18795,0.067,0.326,1
18813,0.073,0.327,0.815
18831,0.077,0.332,0.155
18837,0.078,0.335,0.028
18838,NaN,NaN,NaN
