Time,X,Y,P
5099,0.336,0.799,0.026
5116,0.335,0.802,0.259
5116,0.335,0.802,0.259
5130,0.334,0.802,0.304
5148,0.333,0.798,0.503
5164,0.332,0.788,0.593
5181,0.329,0.771,0.724
5197,0.328,0.751,0.843
5215,0.328,0.722,0.974
5234,0.329,0.694,1
5246,0.33,0.673,1
5266,0.329,0.652,1
5280,0.328,0.641,0.704
5298,0.329,0.638,0.106
5303,0.33,0.638,0.048
5304,NaN,NaN,NaN
5409,0.339,0.765,0.095
5414,0.339,0.771,0.263
5415,0.339,0.771,0.263
5430,0.34,0.782,0.452
5446,0.341,0.798,0.603
5464,0.341,0.809,0.651
5480,0.342,0.814,0.659
5496,0.344,0.816,0.665
5513,0.349,0.814,0.685
5530,0.357,0.808,0.817
5546,0.364,0.801,0.915
5565,0.368,0.785,0.974
5580,0.368,0.774,0.985
5597,0.364,0.759,0.991
5615,0.354,0.747,0.979
5634,0.341,0.742,0.888
5646,0.333,0.742,0.698
5664,0.324,0.746,0.261
5673,0.323,0.748,0.034
5674,NaN,NaN,NaN
