Time,X,Y,P
29716,0.24,0.28,0.009
29718,0.24,0.279,0.038
29718,0.24,0.279,0.038
29741,0.239,0.274,0.183
29757,0.239,0.266,0.319
29773,0.238,0.255,0.454
29775,0.238,0.252,0.481
29790,0.237,0.238,0.61
29807,0.235,0.221,0.688
29823,0.234,0.202,0.728
29841,0.234,0.188,0.745
29855,0.234,0.182,0.747
29875,0.234,0.176,0.729
29890,0.234,0.176,0.606
29907,0.234,0.18,0.261
29922,0.234,0.186,0.005
29924,NaN,NaN,NaN
30092,0.234,0.342,0.022
30094,0.234,0.344,0.062
30094,0.234,0.344,0.062
30108,0.234,0.352,0.153
30125,0.234,0.356,0.214
30141,0.235,0.36,0.271
30157,0.235,0.361,0.296
30173,0.234,0.358,0.366
30189,0.234,0.354,0.374
30209,0.234,0.348,0.298
30222,0.234,0.347,0.116
30223,NaN,NaN,NaN
