Time,X,Y,P
12269,0.645,0.762,0.028
12279,0.64,0.76,0.265
12279,0.64,0.76,0.265
12293,0.637,0.758,0.442
12293,0.636,0.758,0.479
12308,0.635,0.756,0.599
12325,0.636,0.755,0.856
12345,0.642,0.755,0.962
12358,0.646,0.755,0.995
12375,0.654,0.759,1
12391,0.661,0.762,1
12409,0.667,0.768,1
12427,0.669,0.775,1
12442,0.668,0.781,1
12458,0.665,0.784,1
12475,0.656,0.784,1
12495,0.647,0.778,1
12508,0.642,0.772,1
12527,0.639,0.758,1
12543,0.641,0.747,1
12558,0.645,0.736,1
12575,0.653,0.725,1
12596,0.662,0.718,1
12608,0.668,0.714,1
12627,0.676,0.713,1
12643,0.679,0.713,1
12660,0.681,0.715,0.501
12680,0.682,0.721,0.001
12683,NaN,NaN,NaN
