Time,X,Y,P
10659,0.919,0.864,0.03
10675,0.919,0.867,0.165
10675,0.919,0.867,0.165
10692,0.919,0.871,0.259
10707,0.919,0.872,0.317
10725,0.919,0.869,0.536
10741,0.919,0.862,0.646
10757,0.919,0.851,0.741
10775,0.919,0.834,0.823
10776,0.92,0.831,0.833
10791,0.92,0.82,0.866
10807,0.921,0.806,0.886
10824,0.922,0.796,0.854
10841,0.923,0.792,0.644
10858,0.922,0.792,0.155
10866,0.921,0.793,0.036
10867,NaN,NaN,NaN
10903,0.911,0.809,0.017
10907,0.911,0.811,0.081
10907,0.911,0.811,0.081
10924,0.905,0.818,0.427
10941,0.903,0.82,0.618
10957,0.904,0.822,0.866
10974,0.91,0.822,1
10992,0.921,0.824,1
11008,0.931,0.822,1
11025,0.941,0.822,1
11041,0.946,0.824,0.601
11057,0.948,0.825,0.159
11063,NaN,NaN,NaN
