Time,X,Y,P
6858,0.369,0.82,0.007
6876,0.369,0.821,0.106
6876,0.369,0.821,0.106
6893,0.37,0.824,0.229
6909,0.37,0.826,0.38
6929,0.369,0.827,0.487
6947,0.367,0.828,0.575
6960,0.365,0.828,0.62
6977,0.362,0.826,0.659
6992,0.358,0.82,0.7
7011,0.355,0.811,0.739
7026,0.353,0.802,0.778
7043,0.351,0.795,0.802
7060,0.352,0.788,0.825
7075,0.354,0.785,0.858
7093,0.358,0.782,0.896
7110,0.364,0.784,0.917
7126,0.368,0.785,0.923
7145,0.373,0.787,0.921
7161,0.374,0.788,0.812
7177,0.373,0.788,0.29
7192,0.371,0.789,0.011
7193,NaN,NaN,NaN
