Time,X,Y,P
21713,0.938,0.787,0.017
21724,0.938,0.791,0.14
21724,0.938,0.791,0.14
21742,0.94,0.795,0.271
21757,0.94,0.8,0.37
21774,0.94,0.806,0.524
21790,0.939,0.811,0.618
21808,0.936,0.814,0.72
21824,0.932,0.813,0.784
21841,0.927,0.807,0.909
21857,0.923,0.8,1
21875,0.92,0.788,1
21892,0.92,0.776,1
21907,0.923,0.769,1
21924,0.928,0.769,1
21941,0.936,0.776,0.966
21959,0.941,0.785,0.954
21974,0.945,0.793,0.96
21990,0.946,0.798,0.997
22008,0.945,0.798,1
22024,0.944,0.794,1
22040,0.942,0.785,1
22058,0.941,0.772,1
22074,0.941,0.762,0.153
22075,NaN,NaN,NaN
22099,0.939,0.736,0
22108,0.939,0.733,0
22108,0.939,0.733,0
22110,NaN,NaN,NaN
22127,0.938,0.713,0.05
22128,0.937,0.707,0.479
22128,0.937,0.707,0.479
22140,0.936,0.695,0.929
22158,0.933,0.688,1
22174,0.929,0.688,1
22190,0.926,0.692,1
22208,0.923,0.695,1
22223,0.922,0.699,1
22241,0.922,0.706,1
22258,0.925,0.72,1
22275,0.932,0.734,0.935
22291,0.942,0.752,0.815
22309,0.952,0.764,0.462
22323,0.955,0.767,0.069
22329,0.956,0.768,0.021
22331,NaN,NaN,NaN
