Time,X,Y,P
9172,0.656,0.865,0.019
9174,0.656,0.865,0.067
9174,0.656,0.865,0.067
9186,0.657,0.868,0.212
9202,0.658,0.871,0.337
9219,0.659,0.869,0.548
9235,0.661,0.861,0.753
9251,0.661,0.848,0.827
9252,0.661,0.845,0.837
9268,0.659,0.829,0.89
9285,0.658,0.812,0.956
9303,0.657,0.802,0.991
9318,0.657,0.8,0.995
9334,0.658,0.805,1
9351,0.662,0.82,1
9367,0.666,0.838,1
9386,0.671,0.856,0.997
9404,0.675,0.866,1
9421,0.677,0.862,1
9434,0.678,0.858,1
9452,0.681,0.849,1
9469,0.684,0.845,1
9484,0.687,0.845,1
9501,0.691,0.846,1
9518,0.695,0.849,0.812
9533,0.698,0.855,0.149
9544,0.699,0.858,0.026
9545,NaN,NaN,NaN
