Time,X,Y,P
16236,0.625,0.92,0.022
16237,0.625,0.92,0.077
16238,0.625,0.92,0.077
16255,0.624,0.922,0.237
16276,0.623,0.925,0.401
16285,0.623,0.925,0.425
16302,0.622,0.925,0.513
16319,0.621,0.922,0.718
16335,0.621,0.915,0.919
16350,0.621,0.901,1
16353,0.622,0.899,1
16369,0.623,0.879,1
16383,0.624,0.856,1
16402,0.625,0.825,1
16417,0.626,0.805,1
16432,0.627,0.788,1
16454,0.629,0.771,1
16469,0.63,0.764,1
16482,0.631,0.759,1
16499,0.631,0.759,1
16516,0.631,0.762,1
16532,0.631,0.768,1
16550,0.631,0.779,1
16568,0.63,0.794,1
16582,0.629,0.806,1
16602,0.628,0.828,1
16618,0.629,0.842,1
16634,0.633,0.858,1
16654,0.639,0.867,1
16666,0.645,0.872,1
16682,0.653,0.876,1
16700,0.662,0.879,1
16720,0.668,0.879,0.927
16732,0.673,0.879,0.374
16747,0.677,0.876,0.038
16748,NaN,NaN,NaN
