Time,X,Y,P
14086,0.197,0.352,0.009
14094,0.197,0.353,0.101
14094,0.197,0.353,0.101
14111,0.197,0.355,0.374
14129,0.196,0.353,0.46
14149,0.194,0.344,0.517
14161,0.193,0.333,0.538
14178,0.192,0.314,0.552
14197,0.193,0.296,0.558
14213,0.194,0.284,0.558
14233,0.194,0.276,0.462
14245,0.193,0.276,0.114
14253,0.193,0.278,0.003
14255,NaN,NaN,NaN
14344,0.199,0.393,0.042
14360,0.198,0.402,0.397
14360,0.198,0.402,0.397
14380,0.198,0.409,0.495
14399,0.198,0.411,0.39
14407,0.198,0.408,0.038
14408,NaN,NaN,NaN
