Time,X,Y,P
190235,0.757,0.282,0.015
190240,0.757,0.281,0.048
190240,0.757,0.281,0.048
190264,0.757,0.28,0.208
190274,0.757,0.281,0.235
190291,0.757,0.282,0.269
190311,0.757,0.287,0.29
190323,0.757,0.294,0.302
190340,0.759,0.307,0.331
190341,0.759,0.309,0.337
190356,0.762,0.319,0.368
190373,0.763,0.324,0.405
190393,0.764,0.32,0.46
190409,0.765,0.311,0.481
190424,0.765,0.301,0.495
190440,0.766,0.293,0.499
190456,0.766,0.289,0.505
190474,0.767,0.292,0.505
190494,0.769,0.301,0.503
190506,0.771,0.311,0.501
190523,0.773,0.322,0.507
190540,0.775,0.328,0.552
190560,0.777,0.324,0.63
190572,0.779,0.316,0.663
190590,0.779,0.304,0.69
190607,0.779,0.293,0.688
190624,0.779,0.286,0.483
190644,0.781,0.285,0.126
190646,NaN,NaN,NaN
