Time,X,Y,P
11070,0.363,0.802,0.005
11079,0.363,0.802,0.028
11080,0.363,0.802,0.028
11094,0.365,0.802,0.099
11110,0.365,0.802,0.153
11163,0.365,0.802,0.401
11184,0.364,0.802,0.452
11192,0.364,0.804,0.472
11211,0.362,0.805,0.515
11228,0.361,0.806,0.532
11245,0.358,0.807,0.552
11261,0.355,0.808,0.565
11277,0.351,0.808,0.579
11292,0.347,0.806,0.603
11311,0.343,0.801,0.636
11327,0.338,0.793,0.685
11347,0.336,0.779,0.731
11364,0.335,0.767,0.759
11380,0.335,0.753,0.792
11396,0.336,0.744,0.819
11410,0.338,0.735,0.858
11428,0.345,0.727,0.894
11446,0.352,0.725,0.915
11462,0.362,0.724,0.929
11477,0.368,0.724,0.937
11494,0.377,0.725,0.948
11511,0.384,0.726,0.952
11531,0.389,0.728,0.96
11543,0.391,0.728,0.964
11563,0.392,0.729,0.985
11577,0.392,0.729,0.993
11594,0.391,0.731,0.956
11611,0.389,0.731,0.685
11627,0.387,0.731,0.237
11633,0.386,0.732,0.03
11634,NaN,NaN,NaN
