Time,X,Y,P
14944,0.767,0.336,0.036
14944,0.768,0.336,0.124
14944,0.768,0.336,0.124
14958,0.768,0.339,0.366
14978,0.767,0.342,0.524
14999,0.768,0.346,0.583
15023,0.772,0.349,0.659
15043,0.778,0.351,0.685
15046,0.779,0.351,0.687
15065,0.785,0.351,0.696
15084,0.788,0.349,0.731
15109,0.79,0.346,0.917
15127,0.788,0.341,1
15148,0.785,0.332,1
15167,0.781,0.324,1
15187,0.776,0.314,1
15208,0.769,0.302,1
15231,0.765,0.295,1
15251,0.765,0.292,1
15271,0.767,0.291,1
15293,0.775,0.293,1
15313,0.783,0.294,1
15335,0.794,0.298,0.997
15357,0.802,0.301,0.294
15371,0.804,0.302,0.015
15372,NaN,NaN,NaN
