Time,X,Y,P
4765,0.505,0.769,0.046
4772,0.505,0.771,0.169
4773,0.505,0.771,0.169
4794,0.504,0.771,0.243
4827,0.504,0.772,0.331
4851,0.504,0.773,0.472
4871,0.504,0.774,0.536
4894,0.503,0.778,0.579
4913,0.503,0.781,0.593
4934,0.5,0.788,0.612
4935,0.499,0.788,0.612
4955,0.496,0.794,0.624
4974,0.492,0.796,0.642
4998,0.485,0.795,0.685
5016,0.481,0.786,0.712
5038,0.477,0.771,0.729
5058,0.478,0.759,0.735
5081,0.482,0.753,0.739
5100,0.487,0.755,0.737
5121,0.494,0.765,0.735
5142,0.498,0.772,0.735
5163,0.499,0.775,0.743
5188,0.499,0.768,0.827
5204,0.5,0.753,0.882
5224,0.501,0.732,0.915
5247,0.504,0.702,0.942
5266,0.507,0.687,0.954
5287,0.512,0.679,0.954
5308,0.515,0.68,0.946
5328,0.515,0.689,0.937
5350,0.513,0.7,0.931
5370,0.508,0.709,0.886
5394,0.502,0.715,0.661
5416,0.498,0.716,0.173
5424,0.499,0.718,0.046
5425,NaN,NaN,NaN
