Time,X,Y,P
18336,0.626,0.248,0.015
18347,0.626,0.247,0.151
18347,0.626,0.247,0.151
18363,0.625,0.247,0.21
18379,0.625,0.246,0.269
18396,0.625,0.245,0.306
18411,0.625,0.24,0.388
18431,0.625,0.232,0.435
18445,0.626,0.224,0.462
18462,0.627,0.214,0.491
18481,0.629,0.207,0.511
18498,0.631,0.204,0.526
18512,0.633,0.205,0.53
18531,0.635,0.209,0.526
18547,0.636,0.219,0.522
18561,0.637,0.226,0.521
18579,0.638,0.235,0.522
18595,0.638,0.24,0.524
18613,0.638,0.242,0.53
18629,0.638,0.24,0.53
18649,0.638,0.235,0.542
18662,0.638,0.227,0.546
18679,0.638,0.218,0.55
18695,0.638,0.205,0.56
18713,0.639,0.192,0.569
18733,0.638,0.18,0.569
18746,0.638,0.172,0.581
18763,0.636,0.165,0.63
18779,0.633,0.162,0.661
18801,0.629,0.162,0.669
18812,0.626,0.165,0.659
18832,0.622,0.168,0.585
18846,0.62,0.172,0.454
18863,0.619,0.176,0.151
18872,0.619,0.178,0.028
18873,NaN,NaN,NaN
