Time,X,Y,P
26303,0.483,0.358,0.003
26318,0.483,0.356,0.159
26319,0.483,0.356,0.159
26333,0.483,0.358,0.593
26350,0.487,0.361,0.886
26367,0.493,0.367,1
26369,0.495,0.367,1
26384,0.503,0.371,1
26400,0.511,0.367,1
26418,0.514,0.352,1
26435,0.512,0.333,1
26451,0.508,0.311,1
26469,0.505,0.288,1
26486,0.504,0.272,1
26502,0.505,0.262,1
26517,0.508,0.259,0.767
26534,0.511,0.262,0.095
26538,0.512,0.265,0.038
26540,NaN,NaN,NaN
26626,0.538,0.359,0.147
26635,0.537,0.358,0.495
26635,0.537,0.358,0.495
26651,0.529,0.349,1
26668,0.513,0.333,1
26683,0.501,0.318,1
26700,0.484,0.294,1
26718,0.472,0.274,1
26733,0.467,0.266,0.716
26750,0.466,0.261,0.122
26757,NaN,NaN,NaN
