Time,X,Y,P
4402,0.032,0.866,0.007
4416,0.032,0.867,0.114
4417,0.032,0.867,0.114
4441,0.033,0.867,0.181
4494,0.033,0.866,0.323
4506,0.032,0.865,0.347
4524,0.032,0.86,0.44
4540,0.032,0.856,0.511
4557,0.032,0.853,0.556
4559,0.032,0.852,0.577
4574,0.032,0.848,0.649
4592,0.032,0.844,0.729
4597,0.032,0.842,0.741
4609,0.032,0.839,0.776
4624,0.032,0.835,0.794
4641,0.033,0.831,0.802
4658,0.033,0.827,0.798
4673,0.033,0.825,0.813
4763,0.033,0.826,0.897
4773,0.033,0.827,0.894
4789,0.033,0.829,0.897
4805,0.033,0.835,0.907
4825,0.033,0.841,0.905
4842,0.035,0.848,0.907
4859,0.036,0.856,0.911
4879,0.038,0.865,0.911
4894,0.039,0.871,0.911
4905,0.041,0.874,0.905
4922,0.042,0.879,0.913
4940,0.044,0.882,0.927
4956,0.046,0.884,0.931
4972,0.048,0.885,0.938
4992,0.051,0.885,0.946
5008,0.053,0.885,0.952
5022,0.055,0.884,0.958
5038,0.057,0.881,0.958
5056,0.059,0.879,0.962
5073,0.06,0.875,0.974
5091,0.062,0.871,0.989
5105,0.062,0.867,1
5121,0.063,0.86,1
5139,0.063,0.853,1
5159,0.063,0.847,1
5172,0.063,0.842,1
5191,0.063,0.838,1
5205,0.063,0.835,1
5222,0.062,0.831,1
5244,0.062,0.828,1
5256,0.062,0.826,1
5273,0.062,0.825,1
5323,0.061,0.825,1
5338,0.061,0.824,1
5356,0.061,0.822,0.954
5373,0.06,0.821,0.618
5390,0.058,0.818,0.005
5397,NaN,NaN,NaN
