Time,X,Y,P
6103,0.908,0.772,0.009
6117,0.908,0.775,0.12
6117,0.908,0.775,0.12
6135,0.906,0.78,0.194
6162,0.905,0.785,0.243
6177,0.904,0.784,0.251
6197,0.901,0.774,0.284
6241,0.903,0.752,0.292
6295,0.913,0.755,0.321
6301,0.913,0.756,0.325
6335,0.915,0.762,0.331
6353,0.918,0.773,0.331
6378,0.92,0.771,0.325
6389,0.922,0.767,0.327
6420,0.928,0.751,0.341
6448,0.933,0.729,0.345
6469,0.935,0.713,0.356
6489,0.936,0.696,0.382
6510,0.932,0.68,0.421
6530,0.924,0.668,0.435
6555,0.903,0.651,0.438
6574,0.886,0.638,0.294
6587,0.873,0.631,0.026
6588,NaN,NaN,NaN
