Time,X,Y,P
7513,0.924,0.745,0.005
7525,0.925,0.749,0.169
7525,0.925,0.749,0.169
7541,0.925,0.754,0.271
7557,0.923,0.759,0.45
7575,0.918,0.759,0.556
7591,0.914,0.753,0.655
7607,0.908,0.744,0.833
7624,0.903,0.729,1
7641,0.902,0.716,1
7657,0.904,0.711,1
7674,0.907,0.708,1
7691,0.913,0.711,0.956
7708,0.917,0.718,0.851
7725,0.922,0.729,0.815
7742,0.924,0.742,0.831
7759,0.925,0.751,0.896
7775,0.925,0.754,0.958
7792,0.925,0.755,0.993
7808,0.924,0.752,1
7825,0.923,0.741,1
7842,0.923,0.726,1
7858,0.922,0.706,1
7875,0.923,0.679,1
7891,0.924,0.648,1
7907,0.924,0.622,1
7925,0.921,0.591,1
7942,0.915,0.567,0.981
7958,0.905,0.542,0.954
7975,0.894,0.526,0.97
7992,0.887,0.52,0.923
8008,0.885,0.524,0.622
8025,0.886,0.538,0.042
8028,NaN,NaN,NaN
