Time,X,Y,P
17559,0.626,0.304,0.024
17568,0.627,0.306,0.255
17568,0.627,0.306,0.255
17592,0.627,0.309,0.47
17609,0.627,0.307,0.897
17634,0.627,0.294,1
17651,0.627,0.282,1
17674,0.631,0.273,1
17693,0.635,0.274,1
17713,0.64,0.281,1
17736,0.646,0.296,1
17757,0.648,0.309,1
17777,0.648,0.314,1
17797,0.646,0.308,1
17819,0.644,0.291,1
17841,0.642,0.259,1
17860,0.643,0.234,1
17885,0.642,0.208,1
17902,0.64,0.195,1
17927,0.634,0.189,1
17943,0.628,0.192,0.677
17963,0.623,0.199,0.062
17966,0.623,0.201,0.013
17967,NaN,NaN,NaN
