Time,X,Y,P
15651,0.925,0.789,0.028
15662,0.926,0.792,0.163
15662,0.926,0.792,0.163
15678,0.927,0.794,0.304
15695,0.928,0.796,0.464
15713,0.928,0.795,0.677
15730,0.927,0.789,0.841
15745,0.925,0.776,0.937
15763,0.922,0.753,1
15780,0.918,0.731,1
15797,0.916,0.706,1
15812,0.916,0.691,1
15830,0.919,0.676,1
15846,0.923,0.669,1
15862,0.927,0.666,0.89
15879,0.931,0.666,0.487
15895,0.933,0.671,0.017
15900,NaN,NaN,NaN
15977,0.917,0.72,0.083
15980,0.916,0.721,0.229
15980,0.916,0.721,0.229
15995,0.913,0.726,0.704
16013,0.911,0.729,0.849
16030,0.913,0.733,0.935
16046,0.918,0.735,0.95
16063,0.927,0.738,0.745
16080,0.935,0.738,0.097
16085,0.936,0.736,0.038
16086,NaN,NaN,NaN
