Time,X,Y,P
12945,0.456,0.355,0.019
12957,0.456,0.361,0.235
12957,0.456,0.361,0.235
12973,0.457,0.366,0.429
12990,0.458,0.364,0.802
13007,0.461,0.356,1
13023,0.464,0.342,1
13040,0.468,0.331,1
13058,0.473,0.315,1
13074,0.477,0.305,1
13091,0.48,0.296,0.946
13107,0.482,0.291,0.657
13124,0.482,0.288,0.444
13144,0.482,0.286,0.136
13154,NaN,NaN,NaN
13260,0.46,0.272,0.011
13262,0.459,0.272,0.124
13262,0.459,0.272,0.124
13273,0.459,0.276,0.485
13290,0.459,0.289,0.868
13307,0.461,0.305,1
13325,0.465,0.326,1
13340,0.47,0.342,1
13357,0.474,0.354,0.819
13374,0.479,0.365,0.29
13388,0.482,0.371,0.003
13389,NaN,NaN,NaN
