Time,X,Y,P
12678,0.353,0.742,0.001
12680,0.353,0.744,0.028
12681,0.353,0.744,0.028
12694,0.352,0.745,0.101
12710,0.352,0.747,0.134
12738,0.352,0.749,0.179
12757,0.352,0.748,0.245
12776,0.352,0.745,0.325
12793,0.351,0.739,0.386
12809,0.351,0.726,0.448
12827,0.351,0.713,0.503
12830,0.35,0.709,0.513
12844,0.35,0.695,0.556
12860,0.349,0.678,0.585
12876,0.349,0.667,0.593
12893,0.349,0.654,0.603
12912,0.349,0.647,0.599
12929,0.349,0.644,0.618
12943,0.349,0.645,0.642
12957,0.349,0.647,0.642
12974,0.349,0.655,0.644
12991,0.349,0.666,0.642
13007,0.348,0.678,0.642
13024,0.347,0.692,0.64
13040,0.347,0.702,0.636
13059,0.348,0.714,0.632
13073,0.349,0.721,0.632
13093,0.352,0.734,0.628
13109,0.355,0.744,0.626
13125,0.358,0.754,0.624
13143,0.363,0.762,0.622
13157,0.366,0.767,0.622
13175,0.37,0.772,0.622
13190,0.374,0.774,0.622
13210,0.377,0.775,0.622
13224,0.379,0.773,0.622
13243,0.382,0.767,0.622
13259,0.383,0.762,0.622
13275,0.384,0.754,0.626
13292,0.384,0.748,0.63
13310,0.384,0.741,0.636
13326,0.382,0.733,0.64
13343,0.379,0.726,0.644
13359,0.376,0.721,0.647
13375,0.372,0.715,0.655
13393,0.367,0.712,0.657
13407,0.363,0.709,0.655
13423,0.357,0.707,0.647
13441,0.352,0.706,0.601
13459,0.349,0.706,0.356
13476,0.348,0.707,0.005
13482,NaN,NaN,NaN
