Time,X,Y,P
10463,0.619,0.307,0.093
10467,0.62,0.308,0.185
10467,0.62,0.308,0.185
10482,0.621,0.313,0.456
10497,0.622,0.314,0.562
10514,0.623,0.311,0.837
10530,0.624,0.301,1
10548,0.624,0.286,1
10562,0.624,0.274,1
10582,0.626,0.265,1
10598,0.628,0.265,1
10640,0.636,0.292,1
10646,0.637,0.298,1
10664,0.639,0.309,1
10683,0.641,0.316,1
10699,0.641,0.315,1
10716,0.641,0.305,1
10781,0.637,0.236,1
10796,0.634,0.221,1
10814,0.628,0.213,1
10834,0.623,0.214,1
10849,0.621,0.221,1
10867,0.62,0.233,1
10894,0.628,0.256,1
10914,0.636,0.267,1
10931,0.645,0.276,1
10947,0.654,0.281,0.847
10964,0.66,0.284,0.364
10976,0.665,0.286,0.04
10977,NaN,NaN,NaN
