Time,X,Y,P
12289,0.513,0.348,0.05
12295,0.514,0.353,0.212
12296,0.514,0.353,0.212
12313,0.517,0.365,0.544
12314,0.517,0.366,0.601
12329,0.517,0.367,0.718
12346,0.515,0.356,1
12362,0.51,0.334,1
12380,0.505,0.309,1
12397,0.499,0.284,1
12412,0.496,0.268,1
12430,0.494,0.261,0.69
12447,0.493,0.265,0.155
12453,0.493,0.268,0.036
12455,NaN,NaN,NaN
12505,0.496,0.331,0.103
12513,0.496,0.336,0.28
12513,0.496,0.336,0.28
12529,0.496,0.345,0.63
12546,0.496,0.341,1
12562,0.499,0.333,1
12579,0.503,0.321,1
12580,0.504,0.318,1
12596,0.509,0.306,1
12612,0.515,0.294,0.874
12629,0.52,0.288,0.206
12640,0.522,0.287,0.019
12641,NaN,NaN,NaN
