Time,X,Y,P
16454,0.919,0.872,0.003
16477,0.919,0.874,0.265
16477,0.919,0.874,0.265
16493,0.921,0.878,0.456
16517,0.922,0.886,0.72
16527,0.923,0.888,0.784
16541,0.923,0.892,0.854
16556,0.922,0.895,0.886
16574,0.917,0.896,0.905
16592,0.911,0.892,0.944
16606,0.907,0.887,0.96
16624,0.902,0.875,0.972
16640,0.901,0.865,0.974
16656,0.902,0.854,0.978
16674,0.906,0.849,0.979
16694,0.913,0.851,0.989
16710,0.918,0.856,1
16724,0.921,0.864,1
16740,0.923,0.873,1
16758,0.923,0.88,1
16776,0.923,0.884,1
16791,0.923,0.882,1
16806,0.922,0.879,1
16824,0.922,0.867,1
16845,0.921,0.852,1
16859,0.919,0.835,1
16874,0.917,0.819,1
16891,0.914,0.799,1
16909,0.909,0.781,1
16925,0.904,0.769,1
16941,0.898,0.761,1
16960,0.889,0.755,1
16976,0.885,0.756,1
16992,0.883,0.762,1
17007,0.884,0.772,1
17026,0.893,0.788,1
17041,0.904,0.802,1
17058,0.92,0.816,1
17078,0.935,0.826,1
17090,0.943,0.829,1
17107,0.948,0.833,1
17124,0.949,0.835,0.351
17137,0.946,0.835,0.032
17138,NaN,NaN,NaN
