Time,X,Y,P
11980,0.478,0.373,0.009
11989,0.478,0.376,0.159
11989,0.478,0.376,0.159
12009,0.479,0.382,0.388
12027,0.479,0.385,0.53
12039,0.48,0.381,0.831
12056,0.48,0.364,1
12072,0.479,0.331,1
12088,0.479,0.298,1
12110,0.478,0.265,1
12125,0.478,0.245,1
12142,0.481,0.239,0.479
12157,0.483,0.241,0.095
12160,0.483,0.244,0.038
12161,NaN,NaN,NaN
12200,0.494,0.293,0.103
12208,0.495,0.304,0.438
12208,0.495,0.304,0.438
12225,0.495,0.316,0.747
12226,0.495,0.318,0.782
12240,0.494,0.319,0.876
12259,0.49,0.309,0.948
12326,0.485,0.265,1
12359,0.503,0.246,1
12389,0.518,0.233,1
12417,0.525,0.226,0.46
12423,0.525,0.225,0.229
12433,0.526,0.225,0.081
12434,NaN,NaN,NaN
