Time,X,Y,P
54770,0.766,0.326,0.001
54788,0.766,0.322,0.208
54788,0.766,0.322,0.208
54811,0.766,0.311,0.411
54830,0.766,0.296,0.55
54831,0.766,0.294,0.565
54851,0.766,0.28,0.62
54871,0.766,0.271,0.634
54894,0.766,0.267,0.638
54914,0.766,0.272,0.624
54938,0.767,0.292,0.587
54955,0.769,0.307,0.583
54976,0.772,0.32,0.589
54997,0.774,0.319,0.665
55020,0.775,0.301,0.819
55038,0.775,0.285,0.892
55061,0.774,0.273,0.952
55083,0.774,0.276,0.968
55101,0.775,0.289,0.96
55122,0.778,0.315,0.954
55142,0.783,0.334,0.956
55163,0.786,0.332,1
55188,0.785,0.308,1
55205,0.784,0.289,1
55228,0.783,0.272,0.726
55248,0.783,0.267,0.142
55251,NaN,NaN,NaN
