Time,X,Y,P
12295,0.631,0.288,0.069
12317,0.631,0.284,0.399
12317,0.631,0.284,0.399
12339,0.632,0.28,0.56
12359,0.634,0.281,0.599
12383,0.639,0.291,0.665
12388,0.641,0.294,0.694
12405,0.646,0.307,0.753
12422,0.65,0.321,0.771
12444,0.655,0.344,0.776
12464,0.659,0.366,0.782
12484,0.661,0.385,0.835
12506,0.659,0.396,0.956
12526,0.656,0.399,1
12550,0.653,0.387,1
12567,0.649,0.369,1
12591,0.647,0.345,1
12611,0.648,0.32,1
12632,0.654,0.301,1
12653,0.659,0.293,0.907
12673,0.665,0.291,0.097
12680,NaN,NaN,NaN
