Time,X,Y,P
5913,0.603,0.785,0.026
5914,0.603,0.786,0.071
5914,0.603,0.786,0.071
5936,0.603,0.787,0.204
5973,0.603,0.786,0.233
5997,0.604,0.782,0.315
6018,0.606,0.772,0.46
6042,0.607,0.754,0.54
6043,0.607,0.751,0.548
6058,0.608,0.736,0.581
6079,0.61,0.721,0.622
6102,0.612,0.709,0.681
6122,0.612,0.706,0.741
6142,0.611,0.708,0.784
6162,0.611,0.718,0.755
6184,0.611,0.739,0.716
6206,0.612,0.754,0.71
6226,0.616,0.762,0.708
6245,0.622,0.766,0.647
6270,0.629,0.766,0.056
6276,0.63,0.766,0.009
6277,NaN,NaN,NaN
