Time,X,Y,P
10364,0.063,0.328,0.026
10367,0.063,0.331,0.138
10367,0.063,0.331,0.138
10377,0.062,0.333,0.245
10395,0.061,0.335,0.347
10415,0.061,0.335,0.39
10427,0.061,0.333,0.405
10444,0.061,0.326,0.431
10460,0.062,0.315,0.454
10479,0.063,0.302,0.468
10493,0.065,0.294,0.481
10513,0.067,0.285,0.487
10528,0.07,0.281,0.493
10545,0.073,0.284,0.495
10560,0.076,0.291,0.493
10579,0.078,0.302,0.485
10594,0.079,0.313,0.499
10613,0.078,0.325,0.499
10627,0.077,0.333,0.509
10645,0.076,0.338,0.522
10663,0.075,0.335,0.532
10677,0.075,0.332,0.538
10693,0.076,0.322,0.546
10713,0.077,0.312,0.556
10729,0.081,0.304,0.571
10749,0.085,0.298,0.579
10761,0.089,0.296,0.55
10778,0.096,0.298,0.091
10782,0.097,0.298,0.028
10783,NaN,NaN,NaN
