Time,X,Y,P
14620,0.233,0.199,0.009
14628,0.233,0.2,0.134
14629,0.233,0.2,0.134
14646,0.232,0.202,0.304
14661,0.232,0.205,0.394
14681,0.232,0.206,0.425
14695,0.232,0.207,0.476
14712,0.232,0.205,0.53
14729,0.233,0.198,0.644
14745,0.233,0.188,0.722
14761,0.234,0.176,0.792
14764,0.234,0.172,0.812
14781,0.235,0.161,0.839
14796,0.236,0.152,0.847
14812,0.237,0.144,0.831
14828,0.239,0.14,0.774
14846,0.241,0.141,0.534
14862,0.241,0.146,0.313
14874,0.242,0.153,0.046
14876,NaN,NaN,NaN
14999,0.235,0.238,0.052
15014,0.235,0.24,0.302
15014,0.235,0.24,0.302
15028,0.235,0.242,0.446
15046,0.235,0.245,0.573
15096,0.235,0.244,0.454
15112,0.235,0.242,0.024
15115,NaN,NaN,NaN
