Time,X,Y,P
12886,0.491,0.361,0.044
12907,0.49,0.362,0.171
12907,0.49,0.362,0.171
12923,0.491,0.358,0.683
12940,0.495,0.346,1
12958,0.501,0.327,1
12974,0.506,0.313,1
12990,0.51,0.304,1
13007,0.513,0.298,1
13024,0.513,0.295,1
13042,0.513,0.296,0.886
13057,0.513,0.299,0.636
13073,0.512,0.306,0.198
13085,0.512,0.311,0.019
13086,NaN,NaN,NaN
13154,0.512,0.36,0.021
13158,0.512,0.361,0.104
13158,0.512,0.361,0.104
13174,0.513,0.366,0.39
13191,0.512,0.366,0.79
13207,0.509,0.355,1
13223,0.505,0.34,1
13241,0.498,0.316,1
13257,0.492,0.299,1
13274,0.486,0.284,1
13290,0.483,0.275,0.845
13308,0.483,0.278,0.042
13312,NaN,NaN,NaN
