Time,X,Y,P
11320,0.843,0.86,0.009
11329,0.843,0.861,0.124
11329,0.843,0.861,0.124
11336,0.843,0.861,0.179
11359,0.843,0.867,0.435
11375,0.843,0.871,0.581
11388,0.842,0.874,0.688
11402,0.839,0.876,0.743
11419,0.834,0.876,0.774
11435,0.824,0.871,0.837
11450,0.815,0.86,0.938
11469,0.807,0.847,1
11483,0.804,0.838,1
11500,0.806,0.831,1
11522,0.815,0.819,1
11534,0.822,0.813,1
11550,0.831,0.807,1
11566,0.838,0.798,1
11588,0.839,0.787,1
11600,0.834,0.776,1
11616,0.827,0.766,1
11634,0.816,0.755,1
11652,0.807,0.752,1
11669,0.801,0.752,0.454
11683,0.798,0.754,0.075
11686,0.798,0.755,0.021
11687,NaN,NaN,NaN
