Time,X,Y,P
12321,0.352,0.311,0.077
12332,0.353,0.311,0.481
12332,0.353,0.311,0.481
12352,0.354,0.307,1
12378,0.356,0.294,1
12380,0.357,0.292,1
12396,0.359,0.274,1
12417,0.362,0.242,1
12437,0.362,0.213,1
12460,0.359,0.195,1
12480,0.355,0.194,0.757
12499,0.352,0.204,0.081
12503,0.351,0.207,0.026
12504,NaN,NaN,NaN
12654,0.338,0.345,0.001
12670,0.341,0.354,0.767
12671,0.341,0.354,0.767
12687,0.344,0.362,1
12707,0.349,0.372,1
12729,0.362,0.382,1
12751,0.374,0.391,0.265
12762,0.377,0.393,0.044
12763,NaN,NaN,NaN
