Time,X,Y,P
9547,0.342,0.334,0.022
9560,0.342,0.338,0.198
9560,0.342,0.338,0.198
9575,0.342,0.342,0.329
9591,0.342,0.346,0.419
9608,0.342,0.348,0.478
9626,0.343,0.347,0.604
9641,0.344,0.342,0.731
9658,0.345,0.334,0.812
9676,0.345,0.32,0.864
9691,0.345,0.305,0.88
9708,0.347,0.296,0.892
9726,0.349,0.293,0.888
9741,0.352,0.296,0.886
9758,0.355,0.306,0.853
9775,0.358,0.315,0.837
9792,0.359,0.319,0.835
9808,0.359,0.316,0.847
9825,0.357,0.307,0.862
9843,0.357,0.296,0.874
9858,0.358,0.291,0.874
9875,0.361,0.289,0.888
9893,0.364,0.296,0.901
9910,0.368,0.309,0.903
9925,0.371,0.322,0.896
9943,0.372,0.339,0.853
9959,0.372,0.349,0.716
9975,0.373,0.354,0.399
9989,0.373,0.353,0.015
9990,NaN,NaN,NaN
