Time,X,Y,P
3930,0.068,0.821,0.007
3935,0.067,0.821,0.042
3935,0.067,0.821,0.042
3949,0.065,0.824,0.142
3969,0.062,0.822,0.181
3983,0.057,0.815,0.202
3999,0.055,0.808,0.22
4015,0.052,0.789,0.243
4032,0.051,0.772,0.259
4049,0.052,0.749,0.269
4069,0.055,0.734,0.308
4087,0.06,0.732,0.364
4099,0.063,0.736,0.401
4115,0.067,0.752,0.431
4133,0.071,0.773,0.437
4150,0.072,0.795,0.468
4165,0.071,0.807,0.552
4182,0.07,0.814,0.673
4198,0.068,0.806,0.751
4217,0.067,0.785,0.78
4236,0.069,0.76,0.78
4249,0.073,0.745,0.782
4265,0.079,0.741,0.78
4285,0.09,0.753,0.573
4301,0.103,0.778,0.038
4304,NaN,NaN,NaN
