Time,X,Y,P
28418,0.771,0.207,0.034
28435,0.772,0.208,0.181
28435,0.772,0.208,0.181
28452,0.772,0.207,0.499
28467,0.771,0.201,0.688
28484,0.769,0.186,0.868
28501,0.767,0.173,0.94
28519,0.765,0.161,0.976
28535,0.766,0.158,0.987
28552,0.768,0.16,0.993
28567,0.772,0.172,1
28584,0.778,0.191,1
28602,0.784,0.208,0.995
28618,0.787,0.215,1
28634,0.789,0.213,1
28651,0.789,0.2,1
28668,0.787,0.182,1
28684,0.787,0.171,1
28701,0.788,0.165,1
28718,0.793,0.168,1
28736,0.8,0.181,1
28751,0.806,0.195,1
28769,0.813,0.206,1
28786,0.815,0.201,1
28801,0.813,0.186,1
28819,0.809,0.162,0.503
28835,0.806,0.142,0.038
28837,NaN,NaN,NaN
