Time,X,Y,P
42595,0.226,0.334,0.001
42614,0.226,0.336,0.144
42614,0.226,0.336,0.144
42634,0.224,0.339,0.212
42656,0.223,0.339,0.349
42679,0.223,0.333,0.544
42700,0.224,0.321,0.663
42718,0.225,0.304,0.755
42718,0.225,0.3,0.763
42740,0.227,0.281,0.794
42759,0.228,0.271,0.765
42780,0.228,0.266,0.599
42798,0.227,0.269,0.034
42799,NaN,NaN,NaN
42903,0.214,0.371,0.052
42904,0.214,0.373,0.177
42904,0.214,0.373,0.177
42929,0.215,0.379,0.575
42948,0.215,0.38,0.62
42968,0.217,0.38,0.284
42981,0.218,0.38,0.011
42982,NaN,NaN,NaN
