Time,X,Y,P
40201,0.065,0.82,0.021
40220,0.065,0.822,0.171
40221,0.065,0.822,0.171
40236,0.066,0.824,0.231
40252,0.066,0.822,0.319
40269,0.067,0.819,0.401
40284,0.067,0.814,0.435
40301,0.068,0.811,0.464
40319,0.069,0.807,0.55
40344,0.068,0.807,0.677
40351,0.068,0.808,0.685
40369,0.067,0.813,0.735
40385,0.065,0.818,0.763
40402,0.062,0.824,0.78
40419,0.059,0.828,0.792
40435,0.055,0.829,0.806
40451,0.052,0.828,0.833
40468,0.048,0.822,0.88
40486,0.045,0.808,0.927
40502,0.044,0.791,0.944
40519,0.046,0.774,0.956
40535,0.051,0.764,0.97
40553,0.057,0.759,1
40568,0.063,0.759,1
40585,0.067,0.765,1
40601,0.07,0.773,1
40617,0.072,0.785,1
40635,0.072,0.799,1
40651,0.072,0.811,1
40669,0.071,0.818,1
40684,0.07,0.82,1
40704,0.07,0.819,1
40719,0.071,0.816,1
40735,0.073,0.808,1
40751,0.076,0.795,1
40769,0.079,0.781,1
40785,0.083,0.771,1
40802,0.086,0.761,1
40819,0.089,0.755,1
40836,0.092,0.752,1
40851,0.092,0.752,0.612
40869,0.089,0.753,0.015
40871,NaN,NaN,NaN
