Time,X,Y,P
6143,0.223,0.821,0.026
6150,0.223,0.822,0.19
6150,0.223,0.822,0.19
6159,0.222,0.822,0.224
6175,0.221,0.826,0.378
6193,0.217,0.827,0.47
6209,0.215,0.827,0.556
6225,0.211,0.824,0.626
6243,0.206,0.816,0.685
6259,0.202,0.802,0.729
6275,0.2,0.789,0.776
6292,0.203,0.773,0.851
6310,0.208,0.762,0.892
6325,0.218,0.758,0.919
6342,0.228,0.76,0.937
6358,0.235,0.768,0.942
6375,0.239,0.78,0.96
6391,0.242,0.795,0.978
6409,0.239,0.811,0.989
6425,0.235,0.821,0.997
6442,0.229,0.828,0.997
6459,0.224,0.833,0.981
6476,0.221,0.834,0.741
6493,0.222,0.833,0.222
6502,0.224,0.833,0.026
6503,NaN,NaN,NaN
