Time,X,Y,P
13242,0.482,0.372,0.042
13294,0.482,0.366,1
13294,0.482,0.366,1
13315,0.483,0.353,1
13334,0.483,0.339,1
13355,0.483,0.324,1
13376,0.484,0.311,1
13399,0.484,0.304,1
13417,0.485,0.304,1
13437,0.485,0.308,0.503
13456,0.485,0.314,0.005
13457,NaN,NaN,NaN
13566,0.483,0.328,0.052
13583,0.483,0.329,0.39
13583,0.483,0.329,0.39
13607,0.484,0.334,0.833
13628,0.487,0.341,1
13650,0.492,0.352,1
13654,0.493,0.353,1
13670,0.497,0.36,1
13691,0.5,0.366,1
13711,0.501,0.368,0.69
13727,0.499,0.367,0.038
13728,NaN,NaN,NaN
13810,0.487,0.341,0.032
13837,0.487,0.339,0.374
13837,0.487,0.339,0.374
13858,0.488,0.338,1
13876,0.491,0.335,1
13898,0.497,0.328,1
13917,0.501,0.321,1
13939,0.505,0.313,1
13961,0.507,0.307,1
13979,0.508,0.306,1
14003,0.507,0.309,0.13
14010,0.507,0.312,0.017
14011,NaN,NaN,NaN
