Time,X,Y,P
12830,0.921,0.746,0.026
12838,0.921,0.747,0.144
12839,0.921,0.747,0.144
12856,0.921,0.749,0.313
12871,0.921,0.752,0.362
12888,0.921,0.753,0.376
12906,0.919,0.754,0.396
12920,0.917,0.755,0.456
12938,0.915,0.755,0.558
12955,0.909,0.753,0.679
12970,0.905,0.748,0.743
12987,0.902,0.74,0.776
13002,0.901,0.729,0.792
13022,0.904,0.72,0.798
13038,0.909,0.716,0.8
13054,0.916,0.718,0.804
13071,0.92,0.721,0.802
13088,0.922,0.731,0.802
13103,0.922,0.738,0.812
13120,0.919,0.745,0.851
13136,0.917,0.751,0.88
13154,0.915,0.752,0.89
13171,0.915,0.747,0.892
13188,0.916,0.739,0.896
13208,0.922,0.722,0.901
13219,0.925,0.713,0.899
13237,0.929,0.699,0.905
13253,0.931,0.686,0.944
13272,0.928,0.676,1
13288,0.921,0.667,1
13302,0.914,0.664,1
13319,0.904,0.66,0.659
13339,0.897,0.66,0.046
13343,NaN,NaN,NaN
