Time,X,Y,P
7279,0.042,0.491,0.017
7295,0.042,0.494,0.183
7296,0.042,0.494,0.183
7313,0.042,0.498,0.462
7325,0.042,0.5,0.655
7342,0.043,0.5,0.81
7360,0.043,0.495,1
7380,0.045,0.482,1
7392,0.045,0.469,1
7394,0.045,0.466,1
7409,0.046,0.449,1
7426,0.046,0.434,1
7444,0.046,0.425,1
7464,0.046,0.422,1
7476,0.046,0.427,1
7493,0.047,0.439,1
7510,0.051,0.455,1
7528,0.056,0.467,1
7542,0.059,0.468,1
7559,0.062,0.464,1
7576,0.065,0.453,1
7592,0.067,0.445,1
7609,0.068,0.436,1
7628,0.069,0.428,1
7642,0.07,0.426,1
7659,0.071,0.425,0.726
7676,0.073,0.431,0.003
7680,NaN,NaN,NaN
