Time,X,Y,P
7737,0.606,0.735,0.028
7751,0.606,0.734,0.077
7751,0.606,0.734,0.077
7768,0.606,0.733,0.382
7786,0.607,0.733,0.524
7803,0.608,0.734,0.589
7819,0.611,0.741,0.612
7836,0.615,0.755,0.618
7836,0.616,0.758,0.62
7851,0.622,0.775,0.62
7869,0.627,0.795,0.618
7885,0.631,0.808,0.618
7902,0.633,0.816,0.616
7920,0.632,0.818,0.612
7935,0.629,0.814,0.618
7951,0.627,0.809,0.628
7968,0.626,0.806,0.636
7986,0.627,0.804,0.642
8001,0.629,0.802,0.646
8018,0.631,0.801,0.647
8036,0.632,0.8,0.647
8051,0.633,0.799,0.644
8069,0.633,0.798,0.647
8085,0.633,0.795,0.683
8101,0.634,0.793,0.706
8119,0.635,0.792,0.72
8135,0.637,0.794,0.726
8153,0.641,0.799,0.728
8168,0.644,0.806,0.726
8185,0.647,0.814,0.728
8203,0.649,0.819,0.743
8218,0.65,0.819,0.753
8235,0.649,0.815,0.851
8252,0.649,0.811,0.882
8268,0.649,0.807,0.896
8285,0.649,0.805,0.903
8301,0.65,0.805,0.901
8317,0.652,0.808,0.901
8335,0.654,0.812,0.899
8351,0.655,0.814,0.901
8369,0.655,0.811,0.931
8385,0.652,0.802,1
8402,0.649,0.791,1
8419,0.645,0.775,1
8435,0.643,0.761,1
8451,0.643,0.752,1
8469,0.644,0.744,1
8485,0.645,0.739,1
8501,0.647,0.738,1
8519,0.65,0.741,0.825
8535,0.652,0.747,0.298
8549,0.653,0.751,0.017
8550,NaN,NaN,NaN
