Time,X,Y,P
30791,0.379,0.804,0.011
30792,0.379,0.804,0.065
30792,0.379,0.804,0.065
30799,0.378,0.805,0.163
30815,0.376,0.806,0.354
30831,0.373,0.807,0.495
30848,0.369,0.806,0.669
30865,0.364,0.801,0.765
30882,0.358,0.792,0.808
30899,0.355,0.778,0.833
30915,0.353,0.761,0.845
30930,0.352,0.741,0.849
30948,0.353,0.722,0.841
30965,0.356,0.712,0.829
30982,0.362,0.706,0.819
30998,0.369,0.707,0.819
31015,0.378,0.713,0.825
31031,0.385,0.72,0.792
31048,0.392,0.728,0.581
31066,0.394,0.732,0.122
31077,NaN,NaN,NaN
