Time,X,Y,P
10617,0.315,0.269,0.005
10619,0.314,0.269,0.151
10619,0.314,0.269,0.151
10639,0.314,0.261,0.728
10652,0.315,0.247,0.874
10668,0.318,0.232,0.931
10685,0.323,0.219,0.966
10703,0.327,0.216,0.931
10719,0.332,0.225,0.903
10737,0.336,0.235,0.899
10752,0.339,0.239,0.897
10770,0.344,0.234,0.937
10790,0.35,0.222,1
10801,0.354,0.214,1
10821,0.363,0.206,1
10837,0.369,0.207,1
10853,0.375,0.219,1
10870,0.377,0.236,1
10885,0.378,0.258,1
10902,0.376,0.284,1
10919,0.373,0.304,1
10936,0.371,0.312,0.669
10956,0.373,0.312,0.001
10961,NaN,NaN,NaN
