Time,X,Y,P
8829,0.515,0.74,0.05
8839,0.516,0.741,0.212
8839,0.516,0.741,0.212
8854,0.518,0.746,0.358
8871,0.519,0.752,0.491
8889,0.521,0.758,0.636
8906,0.52,0.764,0.757
8922,0.517,0.766,0.778
8939,0.513,0.767,0.784
8956,0.506,0.762,0.784
8973,0.499,0.752,0.786
8988,0.494,0.74,0.784
9006,0.492,0.725,0.778
9022,0.493,0.716,0.79
9038,0.499,0.715,0.8
9054,0.505,0.721,0.819
9072,0.511,0.729,0.825
9088,0.516,0.738,0.896
9105,0.517,0.74,0.946
9121,0.517,0.734,1
9138,0.515,0.716,1
9154,0.512,0.695,1
9171,0.51,0.672,1
9189,0.509,0.649,1
9206,0.511,0.638,1
9221,0.514,0.638,1
9238,0.519,0.646,0.823
9255,0.523,0.656,0.237
9264,0.524,0.661,0.028
9265,NaN,NaN,NaN
