Time,X,Y,P
66837,0.482,0.792,0.011
66853,0.483,0.794,0.103
66853,0.483,0.794,0.103
66873,0.484,0.795,0.12
66889,0.485,0.796,0.163
66903,0.486,0.796,0.206
66920,0.486,0.798,0.282
66937,0.485,0.796,0.399
66953,0.483,0.791,0.556
66972,0.479,0.779,0.614
66989,0.476,0.767,0.632
66989,0.475,0.765,0.634
67004,0.474,0.758,0.642
67021,0.474,0.752,0.659
67039,0.479,0.753,0.675
67055,0.485,0.761,0.679
67073,0.494,0.778,0.681
67089,0.501,0.793,0.683
67105,0.506,0.813,0.679
67123,0.508,0.829,0.685
67138,0.506,0.838,0.696
67154,0.503,0.839,0.716
67170,0.498,0.831,0.739
67187,0.493,0.816,0.761
67203,0.489,0.799,0.769
67223,0.487,0.773,0.782
67239,0.49,0.761,0.782
67253,0.495,0.755,0.774
67271,0.502,0.754,0.507
67291,0.508,0.755,0.011
67293,NaN,NaN,NaN
