Time,X,Y,P
12602,0.945,0.819,0.034
12611,0.946,0.819,0.11
12611,0.946,0.819,0.11
12629,0.949,0.822,0.245
12651,0.952,0.827,0.308
12671,0.951,0.831,0.331
12694,0.948,0.835,0.341
12715,0.943,0.839,0.354
12735,0.938,0.839,0.382
12756,0.933,0.838,0.413
12777,0.927,0.831,0.437
12797,0.925,0.824,0.438
12820,0.925,0.812,0.438
12839,0.928,0.805,0.411
12862,0.935,0.801,0.362
12882,0.942,0.805,0.364
12902,0.946,0.813,0.476
12923,0.946,0.819,0.624
12944,0.947,0.819,0.665
12963,0.947,0.815,0.675
12987,0.946,0.802,0.677
13006,0.943,0.789,0.675
13026,0.938,0.769,0.679
13048,0.932,0.747,0.694
13068,0.925,0.722,0.731
13089,0.917,0.7,0.745
13110,0.91,0.687,0.757
13132,0.909,0.687,0.751
13150,0.913,0.698,0.706
13171,0.923,0.72,0.708
13191,0.931,0.735,0.827
13213,0.941,0.74,0.896
13238,0.961,0.739,0.478
13252,0.973,0.736,0.032
13253,NaN,NaN,NaN
