Time,X,Y,P
47251,0.771,0.9,0.015
47267,0.771,0.902,0.106
47267,0.771,0.902,0.106
47283,0.771,0.904,0.142
47304,0.771,0.902,0.19
47316,0.771,0.899,0.231
47333,0.771,0.893,0.272
47350,0.77,0.881,0.319
47367,0.769,0.866,0.351
47385,0.768,0.848,0.384
47399,0.768,0.835,0.401
47416,0.768,0.815,0.435
47434,0.767,0.795,0.45
47450,0.766,0.78,0.462
47467,0.765,0.765,0.464
47487,0.764,0.753,0.47
47499,0.763,0.747,0.468
47516,0.761,0.742,0.47
47533,0.758,0.744,0.468
47549,0.757,0.747,0.468
47569,0.755,0.758,0.468
47585,0.756,0.768,0.468
47599,0.757,0.779,0.47
47619,0.761,0.791,0.479
47637,0.766,0.8,0.489
47650,0.771,0.806,0.485
47665,0.775,0.811,0.485
47683,0.778,0.813,0.487
47699,0.78,0.814,0.302
47711,0.781,0.815,0.024
47712,NaN,NaN,NaN
