Time,X,Y,P
2656,0.062,0.831,0.044
2656,0.061,0.831,0.104
2656,0.061,0.831,0.104
2675,0.059,0.832,0.302
2693,0.057,0.832,0.435
2709,0.054,0.831,0.505
2727,0.05,0.827,0.571
2743,0.047,0.821,0.653
2760,0.043,0.814,0.769
2777,0.04,0.805,0.86
2792,0.038,0.798,0.905
2810,0.038,0.791,0.929
2826,0.038,0.782,0.94
2844,0.04,0.779,0.938
2859,0.044,0.779,0.933
2876,0.049,0.786,0.927
2893,0.054,0.795,0.925
2908,0.056,0.806,0.925
2925,0.056,0.816,0.931
2942,0.056,0.825,0.954
2960,0.055,0.826,1
2975,0.056,0.824,1
2992,0.056,0.812,1
3010,0.058,0.794,1
3025,0.06,0.778,1
3042,0.062,0.762,1
3060,0.063,0.751,0.382
3072,0.063,0.747,0.044
3073,NaN,NaN,NaN
