Time,X,Y,P
38348,0.073,0.8,0.019
38358,0.073,0.801,0.104
38358,0.073,0.801,0.104
38373,0.073,0.802,0.155
38396,0.072,0.809,0.261
38415,0.071,0.818,0.341
38436,0.069,0.828,0.37
38457,0.067,0.835,0.399
38479,0.063,0.838,0.429
38499,0.059,0.829,0.433
38524,0.054,0.802,0.435
38540,0.051,0.779,0.433
38562,0.051,0.758,0.442
38581,0.054,0.753,0.456
38607,0.058,0.759,0.46
38624,0.061,0.772,0.462
38644,0.064,0.794,0.468
38667,0.066,0.813,0.47
38686,0.066,0.821,0.515
38706,0.066,0.82,0.653
38727,0.066,0.807,0.747
38752,0.068,0.781,0.796
38771,0.071,0.765,0.72
38790,0.073,0.759,0.2
38800,0.074,0.759,0.009
38801,NaN,NaN,NaN
