Time,X,Y,P
23667,0.203,0.299,0.003
23690,0.203,0.3,0.091
23691,0.203,0.3,0.091
23707,0.203,0.302,0.235
23724,0.203,0.304,0.378
23747,0.203,0.302,0.517
23759,0.203,0.301,0.571
23774,0.203,0.299,0.626
23790,0.203,0.292,0.733
23807,0.203,0.285,0.839
23823,0.204,0.279,0.921
23839,0.206,0.276,0.978
23856,0.21,0.276,0.989
23874,0.213,0.28,0.87
23890,0.215,0.286,0.528
23906,0.216,0.292,0.028
23908,NaN,NaN,NaN
24049,0.198,0.334,0.042
24073,0.198,0.336,0.37
24073,0.198,0.336,0.37
24090,0.199,0.338,0.438
24106,0.2,0.338,0.476
24125,0.201,0.338,0.38
24135,0.202,0.336,0.138
24136,NaN,NaN,NaN
