Time,X,Y,P
46153,0.365,0.816,0.062
46169,0.365,0.819,0.3
46169,0.365,0.819,0.3
46185,0.365,0.821,0.454
46202,0.364,0.825,0.554
46220,0.362,0.828,0.698
46236,0.359,0.832,0.776
46237,0.358,0.832,0.788
46252,0.356,0.834,0.815
46270,0.351,0.833,0.839
46286,0.344,0.828,0.866
46302,0.338,0.821,0.89
46319,0.333,0.807,0.917
46336,0.331,0.794,0.946
46352,0.333,0.778,0.983
46370,0.339,0.766,1
46387,0.347,0.759,1
46402,0.353,0.755,1
46418,0.359,0.754,1
46436,0.365,0.753,0.669
46451,0.37,0.754,0.073
46457,0.371,0.754,0.024
46458,NaN,NaN,NaN
