Time,X,Y,P
81112,0.627,0.755,0.087
81133,0.627,0.753,0.425
81133,0.627,0.753,0.425
81150,0.629,0.753,0.499
81168,0.635,0.758,0.534
81185,0.643,0.766,0.558
81202,0.649,0.774,0.579
81218,0.654,0.781,0.626
81233,0.655,0.787,0.722
81250,0.655,0.792,0.833
81268,0.652,0.794,0.896
81286,0.646,0.792,0.929
81300,0.641,0.787,0.968
81317,0.635,0.778,1
81336,0.631,0.765,1
81352,0.628,0.752,1
81366,0.629,0.745,1
81385,0.633,0.738,1
81401,0.638,0.736,1
81418,0.645,0.738,1
81436,0.651,0.741,1
81452,0.654,0.746,0.96
81466,0.656,0.749,0.546
81484,0.659,0.753,0.017
81487,NaN,NaN,NaN
