Time,X,Y,P
11504,0.604,0.362,0.036
11508,0.604,0.361,0.179
11508,0.604,0.361,0.179
11515,0.604,0.359,0.259
11536,0.603,0.351,0.382
11548,0.603,0.344,0.437
11550,0.603,0.341,0.444
11564,0.604,0.333,0.472
11582,0.606,0.328,0.491
11598,0.61,0.331,0.511
11616,0.614,0.335,0.55
11634,0.619,0.346,0.624
11647,0.621,0.352,0.675
11663,0.623,0.356,0.729
11684,0.623,0.355,0.79
11699,0.622,0.347,0.868
11715,0.622,0.336,0.925
11731,0.622,0.322,0.946
11746,0.622,0.305,0.96
11765,0.624,0.287,0.958
11786,0.625,0.271,0.956
11798,0.626,0.261,0.952
11814,0.625,0.252,0.905
11832,0.62,0.248,0.851
11848,0.614,0.248,0.827
11864,0.607,0.252,0.823
11884,0.6,0.261,0.823
11898,0.598,0.269,0.823
11914,0.6,0.276,0.794
11936,0.607,0.285,0.702
11948,0.612,0.288,0.604
11964,0.622,0.293,0.339
11978,0.628,0.298,0.048
11979,NaN,NaN,NaN
