Time,X,Y,P
10146,0.334,0.349,0.056
10166,0.334,0.351,0.247
10166,0.334,0.351,0.247
10178,0.334,0.349,0.444
10198,0.331,0.335,0.587
10214,0.329,0.324,0.612
10215,0.328,0.321,0.616
10232,0.326,0.305,0.624
10248,0.327,0.287,0.624
10265,0.33,0.279,0.634
10281,0.334,0.278,0.649
10298,0.338,0.284,0.661
10313,0.343,0.298,0.667
10331,0.346,0.313,0.665
10346,0.347,0.322,0.661
10362,0.349,0.328,0.655
10379,0.351,0.327,0.655
10397,0.355,0.319,0.659
10414,0.358,0.309,0.669
10429,0.361,0.298,0.683
10446,0.366,0.285,0.716
10462,0.37,0.278,0.812
10478,0.374,0.275,0.888
10498,0.378,0.282,0.94
10514,0.381,0.295,0.946
10530,0.383,0.312,0.94
10547,0.383,0.331,0.935
10566,0.38,0.346,0.771
10578,0.378,0.353,0.419
10593,0.376,0.358,0.011
10594,NaN,NaN,NaN
