Time,X,Y,P
12664,0.908,0.815,0.011
12682,0.908,0.816,0.112
12682,0.908,0.816,0.112
12760,0.908,0.815,0.804
12766,0.908,0.814,0.843
12782,0.907,0.811,0.935
12799,0.907,0.804,1
12817,0.906,0.792,1
12818,0.906,0.791,1
12833,0.905,0.78,1
12849,0.905,0.769,1
12867,0.904,0.761,1
12882,0.905,0.758,1
12898,0.907,0.756,1
12917,0.909,0.759,1
12932,0.912,0.761,1
12949,0.914,0.765,1
12966,0.915,0.766,1
12982,0.914,0.766,0.345
12994,0.913,0.765,0.032
12995,NaN,NaN,NaN
13122,0.908,0.784,0.026
13133,0.909,0.785,0.323
13133,0.909,0.785,0.323
13150,0.911,0.786,0.591
13166,0.91,0.786,0.862
13183,0.908,0.787,0.931
13199,0.905,0.788,0.937
13215,0.901,0.788,0.521
13232,0.898,0.787,0.001
13237,NaN,NaN,NaN
