Time,X,Y,P
19292,0.048,0.271,0.011
19293,0.048,0.271,0.05
19293,0.048,0.271,0.05
19314,0.048,0.268,0.161
19332,0.048,0.268,0.317
19342,0.049,0.269,0.384
19360,0.051,0.274,0.466
19379,0.054,0.282,0.513
19397,0.056,0.291,0.532
19398,0.056,0.293,0.536
19409,0.057,0.298,0.53
19426,0.058,0.306,0.556
19443,0.059,0.312,0.636
19462,0.059,0.313,0.675
19481,0.058,0.309,0.728
19493,0.057,0.305,0.78
19509,0.056,0.293,0.851
19526,0.056,0.282,0.888
19544,0.057,0.278,0.937
19560,0.059,0.278,0.962
19576,0.062,0.281,0.976
19593,0.064,0.289,0.978
19610,0.067,0.299,0.972
19630,0.068,0.309,0.978
19643,0.069,0.315,0.985
19659,0.069,0.318,1
19676,0.068,0.313,1
19697,0.067,0.302,1
19709,0.067,0.296,1
19726,0.068,0.287,1
19742,0.071,0.282,1
19761,0.074,0.284,1
19779,0.078,0.289,0.853
19795,0.081,0.294,0.22
19805,0.082,0.298,0.017
19806,NaN,NaN,NaN
