Time,X,Y,P
6947,0.205,0.827,0.013
6954,0.205,0.831,0.169
6954,0.205,0.831,0.169
6972,0.205,0.834,0.312
6992,0.205,0.829,0.581
7004,0.204,0.821,0.663
7022,0.205,0.807,0.759
7038,0.205,0.785,0.817
7055,0.205,0.765,0.841
7072,0.205,0.752,0.851
7092,0.205,0.744,0.886
7105,0.205,0.745,0.899
7124,0.206,0.752,0.897
7138,0.208,0.765,0.899
7156,0.212,0.779,0.897
7172,0.216,0.788,0.905
7190,0.222,0.791,0.901
7204,0.226,0.788,0.896
7222,0.229,0.778,0.894
7238,0.229,0.767,0.897
7254,0.227,0.754,0.919
7274,0.219,0.74,0.944
7288,0.211,0.733,0.956
7307,0.202,0.731,0.94
7324,0.197,0.736,0.56
7339,0.198,0.749,0.067
7345,0.199,0.752,0.017
7347,NaN,NaN,NaN
